second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
448,7:28,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
449,7:29,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
450,7:30,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
451,7:31,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
452,7:32,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
453,7:33,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
454,7:34,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
455,7:35,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
456,7:36,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
457,7:37,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
458,7:38,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
459,7:39,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
460,7:40,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
461,7:41,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของมัลติทา นะคะอ่าอยู่ที่กำ…,[Speaker 3] ค่ะ ในส่วนของความคืบหน้านะคะ ธุรกรรมการ…,
462,7:42,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
463,7:43,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
464,7:44,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
465,7:45,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
466,7:46,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
467,7:47,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] ซึ่งเราเป็นวันที่Closing day นะคะต่อที่…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
468,7:48,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
469,7:49,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
470,7:50,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
471,7:51,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
472,7:52,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
473,7:53,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
474,7:54,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
475,7:55,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่อ มา เป็นงานความคืบภาวะนะคะเสงการเอ่า…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
476,7:56,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] แล้วก็ในส่วนของฟิวเจอร์ซี อ่าในไตรมาสนี…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
477,7:57,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
478,7:58,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
479,7:59,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
480,8:00,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
481,8:01,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
482,8:02,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,[Speaker 3] แล้วก็ คาดการณ์ว่านะคะ ในส่วนของตัวเลขน…,
483,8:03,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] เราอ่าตัดทรานแซคชั่นนะคะที่เป็นอยู่ช่วง…,,
484,8:04,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
485,8:05,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
486,8:06,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 1] ครับ,
487,8:07,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 1] รับทราบครับ,
488,8:08,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
489,8:09,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
490,8:10,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
491,8:11,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,,
492,8:12,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
493,8:13,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
494,8:14,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
495,8:15,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
496,8:16,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
497,8:17,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
498,8:18,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
499,8:19,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
500,8:20,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
501,8:21,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,[Speaker 2] ส่วน อ่า เอ็มไพร์อินฟินิตี้ค่ะ มีกำไรนะ…,[Speaker 3] วาระถัดไปนะคะ วาระที่ 3.4 ค่ะ รายงานผลก…,
502,8:22,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ซึ่งข้อมูลนี้ยังไม่ผ่านการสอบทานจากผู้ส…,
503,8:23,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ซึ่งข้อมูลนี้ยังไม่ผ่านการสอบทานจากผู้ส…,
504,8:24,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ซึ่งข้อมูลนี้ยังไม่ผ่านการสอบทานจากผู้ส…,
505,8:25,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ซึ่งข้อมูลนี้ยังไม่ผ่านการสอบทานจากผู้ส…,
506,8:26,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,,
507,8:27,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,,
508,8:28,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
509,8:29,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
