second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3.1-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
449,7:29,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] แล้ว อุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
450,7:30,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] แล้ว อุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
451,7:31,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] แล้ว อุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
452,7:32,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,,
453,7:33,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] จะ ขอ นี้ นี้ นะ อย่าง เนี้ย เนื่อง จาก…,
454,7:34,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] จะ ขอ นี้ นี้ นะ อย่าง เนี้ย เนื่อง จาก…,
455,7:35,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] จะ ขอ นี้ นี้ นะ อย่าง เนี้ย เนื่อง จาก…,
456,7:36,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,[Speaker 1] แล้ว อุ้ม ก็ เพียง จะ โทร ไป ขอ ประธาน …,[Speaker 1] จะ ขอ นี้ นี้ นะ อย่าง เนี้ย เนื่อง จาก…,
457,7:37,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
458,7:38,[Speaker 1] เอาไปใส่ในบอร์ดใหญ่ แล้วปุ้มก็เพียงแต่โ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
459,7:39,[Speaker 2] ค่ะ,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
460,7:40,[Speaker 2] ค่ะ,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
461,7:41,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
462,7:42,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
463,7:43,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
464,7:44,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
465,7:45,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
466,7:46,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
467,7:47,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
468,7:48,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
469,7:49,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
470,7:50,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
471,7:51,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] เอกสารที่อ่าอาจจะต้ิองเร่งด่วนนำส่งภายใ…,,,[Speaker 8] ,
472,7:52,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
473,7:53,[Speaker 1] อืม วาระของเราก็เพียงแต่รับทราบ รับทราบ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
474,7:54,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
475,7:55,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
476,7:56,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
477,7:57,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
478,7:58,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
479,7:59,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
480,8:00,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
481,8:01,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] ซึ่งส่วนนี้นะคะ จะกระทบในส่วนของต้นทุนข…,,,[Speaker 8] ,
482,8:02,[Speaker 1] ถ้าเกิดจำเป็นต้องทำ ให้ บมจ. ต้องทำนะ แ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
483,8:03,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
484,8:04,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
485,8:05,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
486,8:06,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
487,8:07,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
488,8:08,[Speaker 4] ก็ไม่ต้องทำ ก็เวลเวนท์มันมีแผลเยอะ ไม่ต…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
489,8:09,[Speaker 2] ได้ค่ะ,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
490,8:10,[Speaker 2] ได้ค่ะ,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
491,8:11,[Speaker 4] เออ ก็ไม่จำเป็น,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
492,8:12,[Speaker 4] เออ ก็ไม่จำเป็น,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
493,8:13,[Speaker 4] เออ ก็ไม่จำเป็น,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 1] ก็ทาง อ่า ถ้าตรงนี้จะมีประเด็นนะคะ ว่าถ…,,,[Speaker 8] ,
494,8:14,[Speaker 1] ไม่ต้องเอามาใส่ บอร์ด ขอบคุณค่ะ เอาขอดอ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
495,8:15,[Speaker 1] ไม่ต้องเอามาใส่ บอร์ด ขอบคุณค่ะ เอาขอดอ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
496,8:16,[Speaker 1] ไม่ต้องเอามาใส่ บอร์ด ขอบคุณค่ะ เอาขอดอ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
497,8:17,[Speaker 1] ไม่ต้องเอามาใส่ บอร์ด ขอบคุณค่ะ เอาขอดอ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
498,8:18,[Speaker 1] ไม่ต้องเอามาใส่ บอร์ด ขอบคุณค่ะ เอาขอดอ…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
499,8:19,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
500,8:20,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] เปลี่ยนมติเหตุผลที่ขอรับมติให้แสตมป์ดู …,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 8] ,
501,8:21,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 2] ค่ะ,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 4] ค่ะ,
502,8:22,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 2] ค่ะ,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,,[Speaker 1] แล้ว มา ถึง เรา ก็ เพียง แต่ รับ ทราบ,
503,8:23,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] แล้ว วัน ถึง เรา ก็ เพียง แต่,[Speaker 1] แล้ว มา ถึง เรา ก็ เพียง แต่ รับ ทราบ,
504,8:24,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] แล้ว วัน ถึง เรา ก็ เพียง แต่,[Speaker 1] แล้ว มา ถึง เรา ก็ เพียง แต่ รับ ทราบ,
505,8:25,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,,
506,8:26,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,,
507,8:27,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
508,8:28,[Speaker 1] เอาถอดออกไป ไม่ต้องเอาขอขอวาระ ขอวาระ 4…,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
509,8:29,[Speaker 2] ขอบคุณค่ะ เดี๋ยวจะถอดออกค่ะ,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
510,8:30,[Speaker 2] ขอบคุณค่ะ เดี๋ยวจะถอดออกค่ะ,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
511,8:31,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
512,8:32,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
513,8:33,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,[Speaker 1] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
514,8:34,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 2] เรื่องที่ 3 นะคะ การตัดรอบค่าใช้จ่ายค่ะ…,,[Speaker 1] รับ ทราบ รับ ทราบ มติ บอร์ด ที่ ให้ คุณ…,,
515,8:35,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] ถ้า เผื่อ จำเป็น ใน ที่ นี้ ต้อง ทราบ น…,[Speaker 1] ถ้า เกิด จำ เป็น ให้ พี่ ๆ ต้อง ทราบ นะ,
516,8:36,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] ถ้า เผื่อ จำเป็น ใน ที่ นี้ ต้อง ทราบ น…,[Speaker 1] ถ้า เกิด จำ เป็น ให้ พี่ ๆ ต้อง ทราบ นะ,
517,8:37,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] ถ้า เผื่อ จำเป็น ใน ที่ นี้ ต้อง ทราบ น…,,
518,8:38,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] ครับ แล้ววันถึงเราก็เพียงแต่รับทราบ รับ…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] ถ้า เผื่อ จำเป็น ใน ที่ นี้ ต้อง ทราบ น…,[Speaker 1] แต่ ถ้า ไม่ จำเป็น ต้อง ทราบ ก็ เอา ประ…,
519,8:39,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 4] อืม,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] ถ้า เผื่อ จำเป็น ใน ที่ นี้ ต้อง ทราบ น…,[Speaker 1] แต่ ถ้า ไม่ จำเป็น ต้อง ทราบ ก็ เอา ประ…,
520,8:40,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 4] อืม,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,,,
521,8:41,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 4] อืม,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,,[Speaker 1] แค่ นั้น เอง,
522,8:42,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 4] อืม,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 1] ถาม ว่า บอร์ด มัน ชี้ นำ นำ มั้ย,
523,8:43,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 1] ถาม ว่า บอร์ด มัน ชี้ นำ นำ มั้ย,
