second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
450,7:30,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] อะไรพี่ เหลือชีวิตพี่เหลืออีกนิดเดียวหร…,,,[Speaker 1] ไม่มีแล้วครับกรรมการท่านใดมีอะไรจะเสนอเ…,[Board Member 1] ส่วน การ อินทิเกรต เนี่ย อา อยู่ ใน ระด…,
451,7:31,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] อะไรพี่ เหลือชีวิตพี่เหลืออีกนิดเดียวหร…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ไม่มีแล้วครับกรรมการท่านใดมีอะไรจะเสนอเ…,[Board Member 1] ส่วน การ อินทิเกรต เนี่ย อา อยู่ ใน ระด…,
452,7:32,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 5] ไม่ใช่ ความสำเร็จ,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 2] ถ้าไม่มีไม่ไม่มีค่ะ ไม่ไม่มี,[Board Member 1] ส่วน การ อินทิเกรต เนี่ย อา อยู่ ใน ระด…,
453,7:33,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 5] ไม่ใช่ ความสำเร็จ,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 2] ถ้าไม่มีไม่ไม่มีค่ะ ไม่ไม่มี,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
454,7:34,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] ขอบคุณนะคะพี่วัฒน์ ขอบคุณพี่แท็ปค่ะ,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ครับ ไม่มี ขออนุญาตปิดประชุมนะครับ ขอบค…,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
455,7:35,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] ขอบคุณนะคะพี่วัฒน์ ขอบคุณพี่แท็ปค่ะ,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ครับ ไม่มี ขออนุญาตปิดประชุมนะครับ ขอบค…,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
456,7:36,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] ขอบคุณนะคะพี่วัฒน์ ขอบคุณพี่แท็ปค่ะ,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ครับ ไม่มี ขออนุญาตปิดประชุมนะครับ ขอบค…,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
457,7:37,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ครับ ไม่มี ขออนุญาตปิดประชุมนะครับ ขอบค…,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
458,7:38,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 2] ขอบคุณครับ,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
459,7:39,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 2] ขอบคุณครับ,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
460,7:40,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ขอบคุณครับ,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
461,7:41,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 2] ขอบคุณครับ,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
462,7:42,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] นะครับ อันนี้ก็ขอให้ให้ เอ่อ คือ ผมเพิ่…,,[Speaker 1] ขอบคุณครับ,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
463,7:43,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
464,7:44,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
465,7:45,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
466,7:46,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
467,7:47,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
468,7:48,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
469,7:49,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] มันจะเป็นเหมือน map แบบ map ให้กับ ใครก…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
470,7:50,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
471,7:51,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ดำเนินการได้ตามนั้น เพราะถ้าไม่มี อย่าง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
472,7:52,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ดำเนินการได้ตามนั้น เพราะถ้าไม่มี อย่าง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
473,7:53,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ดำเนินการได้ตามนั้น เพราะถ้าไม่มี อย่าง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
474,7:54,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ดำเนินการได้ตามนั้น เพราะถ้าไม่มี อย่าง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
475,7:55,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ดำเนินการได้ตามนั้น เพราะถ้าไม่มี อย่าง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
476,7:56,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ไม่มียันแผนที่ ไม่มียัน ไกด์ที่จะไปเนี่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
477,7:57,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ไม่มียันแผนที่ ไม่มียัน ไกด์ที่จะไปเนี่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
478,7:58,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ไม่มียันแผนที่ ไม่มียัน ไกด์ที่จะไปเนี่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
479,7:59,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ไม่มียันแผนที่ ไม่มียัน ไกด์ที่จะไปเนี่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
480,8:00,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
481,8:01,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
482,8:02,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
483,8:03,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
484,8:04,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
485,8:05,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
486,8:06,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
487,8:07,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] บางทีเนี่ยสมมุติว่า เกิดมี project สำคั…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
488,8:08,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
489,8:09,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ที่นี่จะอยู่กันเฉยๆ เหรอ มันก็ไม่ใช่ใช่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
490,8:10,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ที่นี่จะอยู่กันเฉยๆ เหรอ มันก็ไม่ใช่ใช่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
491,8:11,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ที่นี่จะอยู่กันเฉยๆ เหรอ มันก็ไม่ใช่ใช่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
492,8:12,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ที่นี่จะอยู่กันเฉยๆ เหรอ มันก็ไม่ใช่ใช่…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
493,8:13,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
494,8:14,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
495,8:15,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
496,8:16,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
497,8:17,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
498,8:18,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
499,8:19,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
500,8:20,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] คือ ก็ยังทีบอกว่า แผนสำคัญ และแผนก็จริง…,,,[Board Member 1] ใช่ ไหม ครับ แล้ว เรา ก็ มา วัด ผล กัน …,
501,8:21,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,,
502,8:22,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
503,8:23,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
504,8:24,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
505,8:25,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
506,8:26,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ก็คิดว่า มันมีความยืดหยุ่นแหละ แผนเราไม…,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
507,8:27,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,,,,[Board Member 1] นะ ครับ อัน นี้ อัน นี้ ก็ ฝาก ไว้ ว่า …,
508,8:28,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ครับ ก็ก็ถือว่า ที่ประชุมไม่ได้เห็นชอบอ…,[Speaker 1] ปีนี้ก็อย่างที่บอกครับ มันเป็นปี ที่เข้…,,,,
509,8:29,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] วันนี้ไม่มีแล้วค่ะ,[Speaker 1] ปีนี้ก็อย่างที่บอกครับ มันเป็นปี ที่เข้…,,,[Board Member 1] ใช่ ไหม ครับ ก็ คง มา execute กัน บน เอ…,
510,8:30,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 1] วันนี้ไม่มีแล้วค่ะ,[Speaker 1] ปีนี้ก็อย่างที่บอกครับ มันเป็นปี ที่เข้…,,,[Board Member 1] ใช่ ไหม ครับ ก็ คง มา execute กัน บน เอ…,
511,8:31,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ไม่มีแล้วครับ กรรมการท่านใดมีอะไรจะเสนอ…,[Speaker 1] ปีนี้ก็อย่างที่บอกครับ มันเป็นปี ที่เข้…,,,,
512,8:32,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ไม่มีแล้วครับ กรรมการท่านใดมีอะไรจะเสนอ…,[Speaker 1] ปีนี้ก็อย่างที่บอกครับ มันเป็นปี ที่เข้…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
513,8:33,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ไม่มีแล้วครับ กรรมการท่านใดมีอะไรจะเสนอ…,[Speaker 1] บริษัทที่เรามาแก้ปัญหา แก้ปัญหาเนี่ย เร…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
514,8:34,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ไม่มีแล้วครับ กรรมการท่านใดมีอะไรจะเสนอ…,[Speaker 1] บริษัทที่เรามาแก้ปัญหา แก้ปัญหาเนี่ย เร…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
515,8:35,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ไม่มีครับ ไม่มี,[Speaker 1] บริษัทที่เรามาแก้ปัญหา แก้ปัญหาเนี่ย เร…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
516,8:36,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] ไม่มีครับ ไม่มี,[Speaker 1] บริษัทที่เรามาแก้ปัญหา แก้ปัญหาเนี่ย เร…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
517,8:37,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ถ้าไม่มีขออนุญาตปิดประชุมนะครับ ขอบคุณท…,[Speaker 1] บริษัทที่เรามาแก้ปัญหา แก้ปัญหาเนี่ย เร…,,,[Board Member 1] เอ่อ ผู้ บริหาร ก็ จะ ย่อย จะ ได้ รู้ ว…,
518,8:38,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ถ้าไม่มีขออนุญาตปิดประชุมนะครับ ขอบคุณท…,,,,,
519,8:39,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ถ้าไม่มีขออนุญาตปิดประชุมนะครับ ขอบคุณท…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
520,8:40,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ถ้าไม่มีขออนุญาตปิดประชุมนะครับ ขอบคุณท…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
